id,season_no,house,action,success,detail
4029,142,Cornwall,Cultivate influence,1,
4030,142,Langelier,Invest,1,
4031,142,Meagher,Cultivate influence,1,
4032,142,Hoover,Invest,1,
4033,142,Rochon,Cultivate influence,1,
4034,142,Patterson,Invest,1,
4035,142,Cameron,Invest,1,
4036,142,Bird,Petition elevation,0,
4037,142,Cardinal,Cultivate influence,1,
4038,142,Rouleau,Propose compact,1,Langelier
4039,142,Hendrie,Cultivate influence,1,
4040,142,Bhullar,Expand,0,
4041,142,Pegahmagabow,Petition elevation,0,
4042,142,Byrne,Consolidate (rest),1,
4043,142,Meagher 2,Propose compact,0,
4044,142,Marchand,Endow,1,
4045,142,Skye,Consolidate (rest),1,
4046,142,Proulx,Invest,1,
4047,142,Worts,Consolidate (rest),1,
4048,142,Colby,Correspond,1,Bird
4049,142,Gillies,Petition elevation,0,
4050,142,Lucas,Invest,1,
4051,142,Dawes,Correspond,1,Meagher
4052,142,Wallace 2,Invest,1,
4053,142,Turgeon,Propose compact,0,
4054,142,Gillies 2,Invest,1,
4055,142,Furlong,Dispute,1,Rouleau
4056,142,Beauvais,Name heir,1,
4057,142,Smoke,Propose compact,0,
4058,142,Benjamin 2,Propose compact,1,Worts
4059,142,Chapais,Invest,1,
4060,142,Rouleau 2,Cultivate influence,1,
4061,142,Dickson,Invest,1,
4062,142,Langelier 2,Propose compact,0,
4063,142,Stefaniuk 2,Invest,1,
4064,142,Uniacke,Cultivate influence,1,
4065,142,Jarvis,Invest,1,
4066,142,Stefaniuk 3,Dispute,1,Stefaniuk 2
4067,142,Dyck,Cultivate influence,0,
4068,142,Cornwall 2,Invest,1,
4069,142,Shawanaga,Cultivate influence,0,
4070,142,Cogswell,Invest,1,
4071,142,Elliott 2,Cultivate influence,1,
4072,142,Murray,Cultivate influence,1,
4073,142,Trudel,Cultivate influence,1,
4074,143,Elliott,Invest,1,
4075,143,Wallace,Cultivate influence,1,
4076,143,Stefaniuk,Correspond,1,Langelier 2
4077,143,Benjamin,Petition elevation,0,
4078,143,Mercier,Name heir,1,
4079,143,Bouchard,Cultivate influence,0,
4080,143,Hays,Cultivate influence,0,
4081,143,McLellan,Consolidate (rest),1,
4082,143,Cornwall,Cultivate influence,1,
4083,143,Langelier,Invest,1,
4084,143,Meagher,Consolidate (rest),1,
4085,143,Hoover,Invest,1,
4086,143,Rochon,Dispute,1,Byrne
4087,143,Patterson,Name heir,1,
4088,143,Cameron,Correspond,1,Chapais
4089,143,Bird,Consolidate (rest),1,
4090,143,Cardinal,Invest,1,
4091,143,Rouleau,Dispute,0,Turgeon
4092,143,Hendrie,Cultivate influence,1,
4093,143,Bhullar,Cultivate influence,1,
4094,143,Pegahmagabow,Petition elevation,0,
4095,143,Byrne,Consolidate (rest),1,
4096,143,Meagher 2,Correspond,1,Jarvis
4097,143,Marchand,Petition elevation,0,
4098,143,Skye,Cultivate influence,1,
4099,143,Proulx,Consolidate (rest),1,
4100,143,Worts,Invest,1,
4101,143,Colby,Marriage alliance,1,Elliott 2
4102,143,Gillies,Invest,1,
4103,143,Lucas,Cultivate influence,1,
4104,143,Dawes,Cultivate influence,1,
4105,143,Wallace 2,Invest,1,
4106,143,Turgeon,Cultivate influence,1,
4107,143,Gillies 2,Cultivate influence,1,
4108,143,Furlong,Invest,1,
4109,143,Beauvais,Cultivate influence,1,
4110,143,Smoke,Propose compact,0,
4111,143,Benjamin 2,Cede / swap,1,Mercier
4112,143,Chapais,Cultivate influence,0,
4113,143,Rouleau 2,Cultivate influence,1,
4114,143,Dickson,Marriage alliance,0,
4115,143,Langelier 2,Invest,1,
4116,143,Stefaniuk 2,Invest,1,
4117,143,Uniacke,Consolidate (rest),1,
4118,143,Jarvis,Cultivate influence,0,
4119,143,Stefaniuk 3,Name heir,1,
4120,143,Dyck,Propose compact,0,
4121,143,Cornwall 2,Expand,1,Langley Township—Fraser Heights
4122,143,Shawanaga,Propose compact,0,
4123,143,Cogswell,Endow,1,
4124,143,Elliott 2,Cultivate influence,1,
4125,143,Murray,Marriage alliance,1,Patterson
4126,143,Trudel,Cultivate influence,1,
4127,144,Elliott,Correspond,1,Stefaniuk 2
4128,144,Wallace,Cultivate influence,0,
4129,144,Stefaniuk,Cultivate influence,1,
4130,144,Benjamin,Consolidate (rest),1,
4131,144,Mercier,Invest,1,
4132,144,Bouchard,Cultivate influence,1,
4133,144,Hays,Propose compact,0,
4134,144,McLellan,Petition elevation,0,
4135,144,Cornwall,Propose compact,0,
4136,144,Langelier,Cultivate influence,1,
4137,144,Meagher,Invest,1,
4138,144,Hoover,Cultivate influence,1,
4139,144,Rochon,Cultivate influence,1,
4140,144,Patterson,Consolidate (rest),1,
4141,144,Cameron,Consolidate (rest),1,
4142,144,Bird,Invest,1,
4143,144,Cardinal,Invest,1,
4144,144,Rouleau,Reconcile,0,
4145,144,Hendrie,Cultivate influence,1,
4146,144,Bhullar,Consolidate (rest),1,
4147,144,Pegahmagabow,Petition elevation,1,
4148,144,Byrne,Cultivate influence,1,
4149,144,Meagher 2,Cultivate influence,1,
4150,144,Marchand,Correspond,0,
4151,144,Skye,Correspond,1,Beauvais
4152,144,Proulx,Petition elevation,1,
4153,144,Worts,Name heir,1,
4154,144,Colby,Dispute,1,Benjamin
4155,144,Gillies,Consolidate (rest),1,
4156,144,Lucas,Cultivate influence,1,
4157,144,Dawes,Cultivate influence,1,
4158,144,Wallace 2,Expand,1,Hamilton West—Ancaster—Dundas
4159,144,Turgeon,Dispute,0,Rouleau 2
4160,144,Gillies 2,Cultivate influence,1,
4161,144,Furlong,Invest,1,
4162,144,Beauvais,Cultivate influence,0,
4163,144,Smoke,Cede / swap,1,Worts
4164,144,Benjamin 2,Name heir,1,
4165,144,Chapais,Consolidate (rest),1,
4166,144,Rouleau 2,Consolidate (rest),1,
4167,144,Dickson,Consolidate (rest),1,
4168,144,Langelier 2,Invest,1,
4169,144,Stefaniuk 2,Propose compact,0,
4170,144,Uniacke,Cultivate influence,0,
4171,144,Jarvis,Invest,1,
4172,144,Stefaniuk 3,Cultivate influence,1,
4173,144,Dyck,Propose compact,0,
4174,144,Cornwall 2,Consolidate (rest),1,
4175,144,Shawanaga,Cultivate influence,1,
4176,144,Cogswell,Cultivate influence,1,
4177,144,Elliott 2,Propose compact,1,Hays
4178,144,Murray,Correspond,0,Chapais
4179,144,Trudel,Name heir,1,
4180,145,Elliott,Cede / swap,1,Proulx
4181,145,Wallace,Cultivate influence,1,
4182,145,Stefaniuk,Cultivate influence,0,
4183,145,Benjamin,Petition elevation,1,
4184,145,Mercier,Cultivate influence,1,
4185,145,Bouchard,Marriage alliance,1,Turgeon
4186,145,Hays,Correspond,1,Cardinal
4187,145,McLellan,Name heir,1,
4188,145,Cornwall,Consolidate (rest),1,
4189,145,Langelier,Petition elevation,0,
4190,145,Meagher,Invest,1,
4191,145,Hoover,Cultivate influence,1,
4192,145,Rochon,Dispute,0,Hendrie
4193,145,Patterson,Cultivate influence,0,
4194,145,Cameron,Name heir,1,
4195,145,Bird,Petition elevation,0,
4196,145,Cardinal,Cultivate influence,1,
4197,145,Rouleau,Reconcile,1,Turgeon
4198,145,Hendrie,Consolidate (rest),1,
4199,145,Bhullar,Petition elevation,1,
4200,145,Pegahmagabow,Propose compact,0,
4201,145,Byrne,Cultivate influence,1,
4202,145,Meagher 2,Invest,1,
4203,145,Marchand,Cultivate influence,0,
4204,145,Skye,Marriage alliance,1,Mercier
4205,145,Proulx,Dispute,1,Benjamin
4206,145,Worts,Marriage alliance,1,Cameron
4207,145,Colby,Consolidate (rest),1,
4208,145,Gillies,Invest,1,
4209,145,Lucas,Invest,1,
4210,145,Dawes,Cultivate influence,1,
4211,145,Wallace 2,Consolidate (rest),1,
4212,145,Turgeon,Dispute,0,Rouleau 2
4213,145,Gillies 2,Invest,1,
4214,145,Furlong,Propose compact,0,
4215,145,Beauvais,Propose compact,0,
4216,145,Smoke,Cultivate influence,1,
4217,145,Benjamin 2,Reconcile,1,Turgeon
4218,145,Chapais,Cultivate influence,1,
4219,145,Rouleau 2,Cultivate influence,1,
4220,145,Dickson,Cultivate influence,1,
4221,145,Langelier 2,Propose compact,0,
4222,145,Stefaniuk 2,Invest,1,
4223,145,Uniacke,Consolidate (rest),1,
4224,145,Jarvis,Cultivate influence,1,
4225,145,Stefaniuk 3,Correspond,1,Stefaniuk 2
4226,145,Dyck,Propose compact,0,
4227,145,Cornwall 2,Correspond,0,
4228,145,Shawanaga,Endow,1,
4229,145,Cogswell,Invest,1,
4230,145,Elliott 2,Cultivate influence,0,
4231,145,Murray,Correspond,0,
4232,145,Trudel,Correspond,1,Meagher 2
4233,145,Cashin,Name heir,1,
4234,146,Elliott,Cultivate influence,1,
4235,146,Wallace,Consolidate (rest),1,
4236,146,Stefaniuk,Cultivate influence,1,
4237,146,Benjamin,Invest,1,
4238,146,Mercier,Cultivate influence,1,
4239,146,Bouchard,Dispute,1,Benjamin
4240,146,Hays,Consolidate (rest),1,
4241,146,McLellan,Cultivate influence,1,
4242,146,Cornwall,Invest,1,
4243,146,Langelier,Invest,1,
4244,146,Meagher,Endow,1,
4245,146,Hoover,Petition elevation,1,
4246,146,Rochon,Expand,0,
4247,146,Patterson,Correspond,1,Elliott 2
4248,146,Cameron,Propose compact,0,
4249,146,Bird,Invest,1,
4250,146,Cardinal,Name heir,1,
4251,146,Rouleau,Dispute,0,Hays
4252,146,Hendrie,Propose compact,0,
4253,146,Bhullar,Expand,0,
4254,146,Pegahmagabow,Consolidate (rest),1,
4255,146,Byrne,Correspond,1,Cogswell
4256,146,Meagher 2,Cultivate influence,0,
4257,146,Marchand,Petition elevation,0,
4258,146,Skye,Correspond,0,
4259,146,Proulx,Consolidate (rest),1,
4260,146,Worts,Consolidate (rest),1,
4261,146,Colby,Cultivate influence,1,
4262,146,Gillies,Reconcile,0,
4263,146,Lucas,Cultivate influence,0,
4264,146,Dawes,Cultivate influence,1,
4265,146,Wallace 2,Cultivate influence,0,
4266,146,Turgeon,Dispute,0,Benjamin
4267,146,Gillies 2,Correspond,1,Stefaniuk 2
4268,146,Furlong,Consolidate (rest),1,
4269,146,Beauvais,Consolidate (rest),1,
4270,146,Smoke,Cultivate influence,1,
4271,146,Benjamin 2,Correspond,0,
4272,146,Chapais,Dispute,0,Mercier
4273,146,Rouleau 2,Cultivate influence,1,
4274,146,Dickson,Correspond,1,Beauvais
4275,146,Langelier 2,Reconcile,1,Hays
4276,146,Stefaniuk 2,Consolidate (rest),1,
4277,146,Uniacke,Invest,1,
4278,146,Jarvis,Invest,1,
4279,146,Stefaniuk 3,Marriage alliance,1,Bhullar
4280,146,Dyck,Invest,1,
4281,146,Cornwall 2,Cultivate influence,1,
4282,146,Shawanaga,Invest,1,
4283,146,Cogswell,Consolidate (rest),1,
4284,146,Elliott 2,Cultivate influence,1,
4285,146,Murray,Invest,1,
4286,146,Trudel,Cultivate influence,0,
4287,146,Cashin,Cultivate influence,1,
4288,146,Hendry,Invest,1,
4289,147,Elliott,Dispute,1,Uniacke
4290,147,Wallace,Consolidate (rest),1,
4291,147,Stefaniuk,Reconcile,1,Stefaniuk 2
4292,147,Benjamin,Consolidate (rest),1,
4293,147,Mercier,Correspond,0,
4294,147,Bouchard,Name heir,1,
4295,147,Hays,Cultivate influence,0,
4296,147,McLellan,Cultivate influence,0,
4297,147,Cornwall,Invest,1,
4298,147,Langelier,Cultivate influence,0,
4299,147,Meagher,Cultivate influence,1,
4300,147,Hoover,Name heir,1,
4301,147,Rochon,Cultivate influence,1,
4302,147,Patterson,Propose compact,1,McLellan
4303,147,Cameron,Expand,1,Don Valley North
4304,147,Bird,Propose compact,0,
4305,147,Cardinal,Cultivate influence,1,
4306,147,Rouleau,Dispute,0,Furlong
4307,147,Hendrie,Petition elevation,0,
4308,147,Bhullar,Expand,0,
4309,147,Pegahmagabow,Propose compact,0,
4310,147,Byrne,Correspond,1,Gillies
4311,147,Meagher 2,Petition elevation,0,
4312,147,Marchand,Petition elevation,1,
4313,147,Skye,Consolidate (rest),1,
4314,147,Proulx,Cultivate influence,1,
4315,147,Worts,Invest,1,
4316,147,Colby,Propose compact,0,
4317,147,Gillies,Reconcile,0,
4318,147,Lucas,Cultivate influence,1,
4319,147,Dawes,Propose compact,1,Lucas
4320,147,Wallace 2,Correspond,1,Patterson
4321,147,Turgeon,Cultivate influence,0,
4322,147,Gillies 2,Reconcile,0,
4323,147,Furlong,Invest,1,
4324,147,Beauvais,Cultivate influence,1,
4325,147,Smoke,Correspond,1,Chapais
4326,147,Benjamin 2,Propose compact,0,
4327,147,Chapais,Consolidate (rest),1,
4328,147,Rouleau 2,Dispute,0,Beauvais
4329,147,Dickson,Cultivate influence,1,
4330,147,Langelier 2,Cultivate influence,0,
4331,147,Stefaniuk 2,Cultivate influence,1,
4332,147,Uniacke,Endow,1,
4333,147,Jarvis,Invest,1,
4334,147,Stefaniuk 3,Propose compact,0,
4335,147,Dyck,Cultivate influence,1,
4336,147,Cornwall 2,Propose compact,0,
4337,147,Shawanaga,Propose compact,1,Langelier
4338,147,Cogswell,Cultivate influence,1,
4339,147,Elliott 2,Cultivate influence,1,
4340,147,Murray,Cultivate influence,1,
4341,147,Trudel,Correspond,1,Meagher 2
4342,147,Cashin,Cultivate influence,1,
4343,147,Hendry,Expand,1,Vancouver East
4344,147,Sparrow,Name heir,1,
4345,148,Elliott,Invest,1,
4346,148,Wallace,Invest,1,
4347,148,Stefaniuk,Dispute,1,Bird
4348,148,Benjamin,Invest,1,
4349,148,Mercier,Cultivate influence,1,
4350,148,Bouchard,Cultivate influence,1,
4351,148,Hays,Invest,1,
4352,148,McLellan,Marriage alliance,0,
4353,148,Cornwall,Consolidate (rest),1,
4354,148,Langelier,Name heir,1,
4355,148,Meagher,Invest,1,
4356,148,Hoover,Propose compact,0,
4357,148,Rochon,Cultivate influence,1,
4358,148,Patterson,Cultivate influence,1,
4359,148,Cameron,Dispute,0,Uniacke
4360,148,Bird,Propose compact,0,
4361,148,Cardinal,Dispute,0,Stefaniuk
4362,148,Rouleau,Dispute,1,Furlong
4363,148,Hendrie,Correspond,1,Jarvis
4364,148,Bhullar,Correspond,1,Stefaniuk 2
4365,148,Pegahmagabow,Correspond,1,Mercier
4366,148,Byrne,Propose compact,1,Cardinal
4367,148,Meagher 2,Consolidate (rest),1,
4368,148,Marchand,Cultivate influence,1,
4369,148,Skye,Propose compact,1,Jarvis
4370,148,Proulx,Cultivate influence,1,
4371,148,Worts,Name heir,1,
4372,148,Colby,Invest,1,
4373,148,Gillies,Cede / swap,1,Rochon
4374,148,Lucas,Cede / swap,0,
4375,148,Dawes,Cultivate influence,1,
4376,148,Wallace 2,Endow,1,
4377,148,Turgeon,Correspond,0,
4378,148,Gillies 2,Consolidate (rest),1,
4379,148,Furlong,Dispute,1,Beauvais
4380,148,Beauvais,Propose compact,0,
4381,148,Smoke,Petition elevation,0,
4382,148,Benjamin 2,Invest,1,
4383,148,Chapais,Name heir,1,
4384,148,Rouleau 2,Reconcile,1,Beauvais
4385,148,Dickson,Correspond,0,
4386,148,Langelier 2,Cultivate influence,1,
4387,148,Stefaniuk 2,Consolidate (rest),1,
4388,148,Uniacke,Propose compact,1,Proulx
4389,148,Jarvis,Invest,1,
4390,148,Stefaniuk 3,Dispute,1,Stefaniuk 2
4391,148,Dyck,Consolidate (rest),1,
4392,148,Cornwall 2,Invest,1,
4393,148,Shawanaga,Cultivate influence,1,
4394,148,Cogswell,Consolidate (rest),1,
4395,148,Elliott 2,Correspond,0,
4396,148,Murray,Cultivate influence,1,
4397,148,Trudel,Correspond,1,Hoover
4398,148,Cashin,Cultivate influence,1,
4399,148,Hendry,Expand,1,Vancouver Granville
4400,148,Sparrow,Expand,1,Columbia—Kootenay—Southern Rockies
4401,149,Elliott,Correspond,1,Uniacke
4402,149,Wallace,Name heir,1,
4403,149,Stefaniuk,Invest,1,
4404,149,Benjamin,Reconcile,1,Turgeon
4405,149,Mercier,Invest,1,
4406,149,Bouchard,Cultivate influence,0,
4407,149,Hays,Invest,1,
4408,149,McLellan,Petition elevation,0,
4409,149,Cornwall,Correspond,1,Stefaniuk 2
4410,149,Langelier,Invest,1,
4411,149,Meagher,Correspond,1,Dawes
4412,149,Hoover,Correspond,1,Trudel
4413,149,Rochon,Cede / swap,1,Worts
4414,149,Patterson,Consolidate (rest),1,
4415,149,Cameron,Petition elevation,1,
4416,149,Bird,Cultivate influence,0,
4417,149,Cardinal,Marriage alliance,1,Worts
4418,149,Rouleau,Cultivate influence,1,
4419,149,Hendrie,Petition elevation,1,
4420,149,Bhullar,Correspond,1,Stefaniuk 3
4421,149,Pegahmagabow,Consolidate (rest),1,
4422,149,Byrne,Cultivate influence,0,
4423,149,Meagher 2,Correspond,1,Shawanaga
4424,149,Marchand,Propose compact,0,
4425,149,Skye,Invest,1,
4426,149,Proulx,Propose compact,1,Cameron
4427,149,Worts,Correspond,0,
4428,149,Colby,Cultivate influence,0,
4429,149,Gillies,Name heir,1,
4430,149,Lucas,Cultivate influence,1,
4431,149,Dawes,Invest,1,
4432,149,Wallace 2,Correspond,1,Langelier
4433,149,Turgeon,Cultivate influence,1,
4434,149,Gillies 2,Cultivate influence,1,
4435,149,Furlong,Correspond,1,Byrne
4436,149,Beauvais,Cultivate influence,1,
4437,149,Smoke,Consolidate (rest),1,
4438,149,Benjamin 2,Correspond,1,Mercier
4439,149,Chapais,Reconcile,1,Mercier
4440,149,Rouleau 2,Cultivate influence,1,
4441,149,Dickson,Propose compact,1,Jarvis
4442,149,Langelier 2,Propose compact,0,
4443,149,Stefaniuk 2,Endow,1,
4444,149,Uniacke,Petition elevation,1,
4445,149,Jarvis,Endow,1,
4446,149,Stefaniuk 3,Correspond,1,Hendrie
4447,149,Dyck,Expand,1,Calgary Nose Hill
4448,149,Cornwall 2,Consolidate (rest),1,
4449,149,Shawanaga,Correspond,1,Rouleau
4450,149,Cogswell,Correspond,1,Turgeon
4451,149,Elliott 2,Correspond,1,Patterson
4452,149,Murray,Invest,1,
4453,149,Trudel,Cultivate influence,1,
4454,149,Cashin,Cultivate influence,1,
4455,149,Hendry,Cultivate influence,1,
4456,149,Sparrow,Invest,1,
4457,149,Wallace 3,Correspond,1,Wallace 2
4458,149,Bhullar 2,Name heir,1,
4459,150,Elliott,Correspond,0,Dickson
4460,150,Wallace,Invest,1,
4461,150,Stefaniuk,Correspond,0,
4462,150,Benjamin,Cultivate influence,0,
4463,150,Mercier,Dispute,1,Benjamin 2
4464,150,Bouchard,Cultivate influence,1,
4465,150,Hays,Dispute,0,Rouleau
4466,150,McLellan,Name heir,1,
4467,150,Cornwall,Invest,1,
4468,150,Langelier,Cultivate influence,1,
4469,150,Meagher,Invest,1,
4470,150,Hoover,Petition elevation,1,
4471,150,Rochon,Propose compact,0,
4472,150,Patterson,Propose compact,0,
4473,150,Cameron,Cultivate influence,1,
4474,150,Bird,Petition elevation,0,
4475,150,Cardinal,Cede / swap,1,Stefaniuk
4476,150,Rouleau,Dispute,1,Hays
4477,150,Hendrie,Propose compact,0,
4478,150,Bhullar,Correspond,1,Bhullar 2
4479,150,Pegahmagabow,Invest,1,
4480,150,Byrne,Propose compact,0,
4481,150,Meagher 2,Invest,1,
4482,150,Marchand,Correspond,1,Murray
4483,150,Skye,Petition elevation,0,
4484,150,Proulx,Name heir,1,
4485,150,Worts,Endow,1,
4486,150,Colby,Consolidate (rest),1,
4487,150,Gillies,Marriage alliance,1,Hoover
4488,150,Lucas,Dispute,1,Worts
4489,150,Dawes,Cultivate influence,1,
4490,150,Wallace 2,Cultivate influence,1,
4491,150,Turgeon,Petition elevation,0,
4492,150,Gillies 2,Cultivate influence,0,
4493,150,Furlong,Consolidate (rest),1,
4494,150,Beauvais,Petition elevation,1,
4495,150,Smoke,Petition elevation,0,
4496,150,Benjamin 2,Cultivate influence,0,
4497,150,Chapais,Cultivate influence,0,
4498,150,Rouleau 2,Petition elevation,0,
4499,150,Dickson,Cultivate influence,1,
4500,150,Langelier 2,Dispute,0,Dawes
4501,150,Stefaniuk 2,Invest,1,
4502,150,Uniacke,Dispute,0,Cameron
4503,150,Jarvis,Cultivate influence,1,
4504,150,Stefaniuk 3,Invest,1,
4505,150,Dyck,Name heir,1,
4506,150,Cornwall 2,Cultivate influence,1,
4507,150,Shawanaga,Cultivate influence,1,
4508,150,Cogswell,Cultivate influence,1,
4509,150,Elliott 2,Invest,1,
4510,150,Murray,Correspond,1,Marchand
4511,150,Trudel,Cultivate influence,1,
4512,150,Cashin,Invest,1,
4513,150,Hendry,Name heir,1,
4514,150,Sparrow,Name heir,1,
4515,150,Wallace 3,Invest,1,
4516,150,Bhullar 2,Invest,1,
