id,turn_id,kind,era_cohort,title,narrative,mechanical_delta,source,created_at
1909,,societal,confederation,Laurier Elected,Season 118 · Viscount Worts of Milton meets Laurier Elected and stands aside.,"{""season"": 118, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1896, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:27
1910,,relational,confederation,Viscount Worts of Milton corresponds with Baron Furlong of Émard,Season 118 · Viscount Worts of Milton opens a correspondence with Baron Furlong of Émard.,"{""season"": 118, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:27
1911,,societal,confederation,Laurier Elected,Season 118 · Baron Lucas of Oakville meets Laurier Elected and leads.,"{""season"": 118, ""response"": ""Lead"", ""roll"": 6, ""personal_year"": 1896, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:27
1912,,relational,dominion,Baron Wallace of Hespeler reconciles with Baron Lucas of Oakville,Season 118 · Baron Wallace of Hespeler makes peace with Baron Lucas of Oakville.,"{""season"": 118, ""marker"": ""~""}",engine,2026-09-08 13:29:27
1913,,relational,confederation,Baron Turgeon de St.-Jerome corresponds with Marquis Meagher of Chatham,Season 118 · Baron Turgeon de St.-Jerome opens a correspondence with Marquis Meagher of Chatham.,"{""season"": 118, ""marker"": ""+""}",engine,2026-09-08 13:29:27
1914,,relational,confederation,Earl Beauvais of Charles-LeMoyne loses a dispute with Baron Benjamin of La Pointe-de-l'Île,Season 118 · Earl Beauvais of Charles-LeMoyne presses a claim against Baron Benjamin of La Pointe-de-l'Île and is rebuffed.,"{""season"": 118, ""outcome"": ""lost""}",engine,2026-09-08 13:29:27
1915,,relational,confederation,Baron Benjamin of La Pointe-de-l'Île wins a dispute with Baron Turgeon de St.-Jerome,Season 118 · Baron Benjamin of La Pointe-de-l'Île carries a dispute against Baron Turgeon de St.-Jerome.,"{""season"": 118, ""outcome"": ""won"", ""marker"": ""~""}",engine,2026-09-08 13:29:27
1916,,succession,confederation,Viscount Chapais de Saint-Hyacinthe: clean succession,Season 118 · Octavien Chapais succeeds to Viscount Chapais de Saint-Hyacinthe.,"{""season"": 118, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:27
1917,,societal,confederation,Indian Act,Season 118 · Baron Dickson of Moncton meets Indian Act and resists.,"{""season"": 118, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1918,,relational,confederation,Baron Dickson of Moncton corresponds with Baron Rouleau de Chambly,Season 118 · Baron Dickson of Moncton opens a correspondence with Baron Rouleau de Chambly.,"{""season"": 118, ""marker"": ""+""}",engine,2026-09-08 13:29:27
1919,,societal,confederation,Pacific Scandal,Season 118 · Viscount Stefaniuk of North Battleford meets Pacific Scandal and exploits.,"{""season"": 118, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1873, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:27
1920,,other,confederation,Viscount Stefaniuk of North Battleford names an heir,Season 118 · Viscount Stefaniuk of North Battleford names Varvara Stefaniuk heir.,"{""season"": 118, ""heir_age"": 29, ""role"": ""heir""}",engine,2026-09-08 13:29:27
1921,,societal,confederation,South African War,Season 118 · Baron Uniacke of Bowmanville meets South African War and resists.,"{""season"": 118, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1899, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1922,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 118 · Baron Jarvis of Spadina meets British Columbia Joins; Treaty 1 Signed and exploits.,"{""season"": 118, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1923,,relational,confederation,Baron Jarvis of Spadina corresponds with Baron Skye of Belleville,Season 118 · Baron Jarvis of Spadina opens a correspondence with Baron Skye of Belleville.,"{""season"": 118, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:27
1924,,societal,confederation,Confederation Extension (Manitoba Act),Season 118 · Baron Stefaniuk of Regina meets Confederation Extension (Manitoba Act) and exploits.,"{""season"": 118, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1925,,societal,confederation,Red River Resistance,Season 118 · Baron Dyck of Calgary McKnight meets Red River Resistance and exploits.,"{""season"": 118, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1926,,societal,confederation,Red River Resistance,Season 118 · Baron Cornwall of Revelstoke meets Red River Resistance and exploits.,"{""season"": 118, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1927,,other,confederation,Baron Cornwall of Revelstoke names an heir,Season 118 · Baron Cornwall of Revelstoke names Charlotte Cornwall heir.,"{""season"": 118, ""heir_age"": 22, ""role"": ""heir""}",engine,2026-09-08 13:29:27
1928,,relational,confederation,Earl Beauvais of Charles-LeMoyne and Baron Furlong of Émard fall out,Season 119 · Earl Beauvais of Charles-LeMoyne and Baron Furlong of Émard fall out over the patronage of a shared riding's offices.,"{""season"": 119, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""the patronage of a shared riding's offices""}",engine,2026-09-08 13:29:27
1929,,relational,confederation,Viscount Benjamin of Bellechasse and Marquis Mercier de Rimouski fall out,Season 119 · Viscount Benjamin of Bellechasse and Marquis Mercier de Rimouski fall out over a boundary the two houses read differently.,"{""season"": 119, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""a boundary the two houses read differently""}",engine,2026-09-08 13:29:27
1930,,relational,confederation,Baron Furlong of Émard and Earl Hays of Beloeil fall out,Season 119 · Baron Furlong of Émard and Earl Hays of Beloeil fall out over a boundary the two houses read differently.,"{""season"": 119, ""marker"": ""Sig\u2212"", ""cause"": ""friction"", ""grievance"": ""a boundary the two houses read differently""}",engine,2026-09-08 13:29:27
1931,,relational,dominion,Viscount Elliott of Glengarry corresponds with Baron Rouleau de Chambly,Season 119 · Viscount Elliott of Glengarry opens a correspondence with Baron Rouleau de Chambly.,"{""season"": 119, ""marker"": ""+""}",engine,2026-09-08 13:29:27
1932,,relational,confederation,Viscount Benjamin of Bellechasse loses a dispute with Marquis Mercier de Rimouski,Season 119 · Viscount Benjamin of Bellechasse presses a claim against Marquis Mercier de Rimouski and is rebuffed.,"{""season"": 119, ""outcome"": ""lost""}",engine,2026-09-08 13:29:27
1933,,relational,confederation,Earl Hays of Beloeil wins a dispute with Baron Furlong of Émard,Season 119 · Earl Hays of Beloeil carries a dispute against Baron Furlong of Émard.,"{""season"": 119, ""outcome"": ""won"", ""marker"": ""~""}",engine,2026-09-08 13:29:27
1934,,other,dominion,Viscount McLellan of Belfast names an heir,Season 119 · Viscount McLellan of Belfast names Euphemia McLellan heir.,"{""season"": 119, ""heir_age"": 42, ""role"": ""heir""}",engine,2026-09-08 13:29:27
1935,,succession,dominion,Marquis Meagher of Chatham: clean succession,Season 119 · Kathleen Meagher succeeds to Marquis Meagher of Chatham.,"{""season"": 119, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:27
1936,,societal,dominion,Naval Service Act,Season 119 · Viscount Rochon de Rosedale meets Naval Service Act and stands aside.,"{""season"": 119, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1910, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1937,,elevation,dominion,Earl Rochon de Rosedale elevated,Season 119 · Viscount Rochon de Rosedale is raised to Earl.,"{""season"": 119, ""from"": ""Viscount"", ""to"": ""Earl""}",engine,2026-09-08 13:29:27
1938,,societal,dominion,The Persons Case,Season 119 · Viscount Cameron of Cornwall meets The Persons Case and exploits.,"{""season"": 119, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1929, ""magnitude"": ""Significant"", ""tag"": ""Progressive""}",engine,2026-09-08 13:29:27
1939,,succession,dominion,Baron Cardinal of Steinbach: clean succession,Season 119 · Simon Cardinal succeeds to Baron Cardinal of Steinbach.,"{""season"": 119, ""nature"": ""clean"", ""cause"": ""death""}",engine,2026-09-08 13:29:27
1940,,elevation,confederation,Earl Hendrie of Brampton elevated,Season 119 · Viscount Hendrie of Brampton is raised to Earl.,"{""season"": 119, ""from"": ""Viscount"", ""to"": ""Earl""}",engine,2026-09-08 13:29:27
1941,,relational,confederation,Baron Meagher of Windsor and Baron Lucas of Oakville form a compact,Season 119 · Baron Meagher of Windsor and Baron Lucas of Oakville enter into a compact.,"{""season"": 119, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:27
1942,,transfer,confederation,Baron Proulx de Cumberland loses Mirabel,Season 119 · Baron Proulx de Cumberland gives up Mirabel (cession).,"{""season"": 119, ""reason"": ""cession"", ""riding"": ""Mirabel""}",engine,2026-09-08 13:29:27
1943,,relational,confederation,Baron Proulx de Cumberland settles with Baron Turgeon de St.-Jerome,Season 119 · Baron Proulx de Cumberland settles its grievance with Baron Turgeon de St.-Jerome by cession.,"{""season"": 119, ""marker"": ""~"", ""ceded"": ""24047""}",engine,2026-09-08 13:29:27
1944,,societal,confederation,Diamond Jubilee,Season 119 · Viscount Worts of Milton meets Diamond Jubilee and resists.,"{""season"": 119, ""response"": ""Resist"", ""roll"": 2, ""personal_year"": 1897, ""magnitude"": ""Minor"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1945,,societal,confederation,Diamond Jubilee,Season 119 · Baron Lucas of Oakville meets Diamond Jubilee and exploits.,"{""season"": 119, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1897, ""magnitude"": ""Minor"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1946,,societal,dominion,Naval Service Act,Season 119 · Baron Wallace of Hespeler meets Naval Service Act and stands aside.,"{""season"": 119, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1910, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1947,,relational,dominion,Baron Wallace of Hespeler corresponds with Baron Turgeon de St.-Jerome,Season 119 · Baron Wallace of Hespeler opens a correspondence with Baron Turgeon de St.-Jerome.,"{""season"": 119, ""marker"": ""+""}",engine,2026-09-08 13:29:27
1948,,societal,confederation,Last Spike at Craigellachie,Season 119 · Viscount Smoke of Barrie meets Last Spike at Craigellachie and stands aside.,"{""season"": 119, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1885, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1949,,societal,confederation,Death of Sir John A. Macdonald,Season 119 · Baron Benjamin of La Pointe-de-l'Île meets Death of Sir John A. Macdonald and stands aside.,"{""season"": 119, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1891, ""magnitude"": ""Minor"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1950,,relational,confederation,Baron Benjamin of La Pointe-de-l'Île loses a dispute with Earl Beauvais of Charles-LeMoyne,Season 119 · Baron Benjamin of La Pointe-de-l'Île presses a claim against Earl Beauvais of Charles-LeMoyne and is rebuffed.,"{""season"": 119, ""outcome"": ""lost""}",engine,2026-09-08 13:29:27
1951,,relational,confederation,Baron Rouleau de Chambly corresponds with Baron Proulx de Cumberland,Season 119 · Baron Rouleau de Chambly opens a correspondence with Baron Proulx de Cumberland.,"{""season"": 119, ""marker"": ""\u25ce""}",engine,2026-09-08 13:29:27
1952,,societal,confederation,Indian Act,Season 119 · Baron Langelier de Rosemont meets Indian Act and resists.,"{""season"": 119, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1876, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1953,,societal,confederation,Long Depression Reaches Canada,Season 119 · Viscount Stefaniuk of North Battleford meets Long Depression Reaches Canada and exploits.,"{""season"": 119, ""response"": ""Exploit"", ""roll"": 5, ""personal_year"": 1874, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1954,,relational,confederation,Viscount Stefaniuk of North Battleford corresponds with Baron Cornwall of Revelstoke,Season 119 · Viscount Stefaniuk of North Battleford opens a correspondence with Baron Cornwall of Revelstoke.,"{""season"": 119, ""marker"": ""+""}",engine,2026-09-08 13:29:27
1955,,societal,confederation,British Columbia Joins; Treaty 1 Signed,Season 119 · Baron Stefaniuk of Regina meets British Columbia Joins; Treaty 1 Signed and resists.,"{""season"": 119, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1871, ""magnitude"": ""Significant"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1956,,societal,confederation,Confederation Extension (Manitoba Act),Season 119 · Baron Dyck of Calgary McKnight meets Confederation Extension (Manitoba Act) and exploits.,"{""season"": 119, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1957,,societal,confederation,Confederation Extension (Manitoba Act),Season 119 · Baron Cornwall of Revelstoke meets Confederation Extension (Manitoba Act) and exploits.,"{""season"": 119, ""response"": ""Exploit"", ""roll"": 4, ""personal_year"": 1870, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1958,,relational,confederation,Baron Cornwall of Revelstoke and Viscount Stefaniuk of North Battleford form a compact,Season 119 · Baron Cornwall of Revelstoke and Viscount Stefaniuk of North Battleford enter into a compact.,"{""season"": 119, ""marker"": ""\u25c9+""}",engine,2026-09-08 13:29:27
1959,,societal,confederation,Red River Resistance,Season 119 · Baron Shawanaga of Waterloo meets Red River Resistance and resists.,"{""season"": 119, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1869, ""magnitude"": ""Major"", ""tag"": ""Mixed""}",engine,2026-09-08 13:29:27
1960,,societal,dominion,The Great War,Season 120 · Viscount Wallace of Perth meets The Great War and resists.,"{""season"": 120, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1914, ""magnitude"": ""Major"", ""tag"": ""Global""}",engine,2026-09-08 13:29:27
1961,,societal,dominion,Chinese Exclusion Act,Season 120 · Baron Stefaniuk of Emerson meets Chinese Exclusion Act and resists.,"{""season"": 120, ""response"": ""Resist"", ""roll"": 3, ""personal_year"": 1923, ""magnitude"": ""Significant"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1962,,elevation,dominion,Viscount Stefaniuk of Emerson elevated,Season 120 · Baron Stefaniuk of Emerson is raised to Viscount.,"{""season"": 120, ""from"": ""Baron"", ""to"": ""Viscount""}",engine,2026-09-08 13:29:27
1963,,societal,dominion,Komagata Maru,Season 120 · Marquis Mercier de Rimouski meets Komagata Maru and stands aside.,"{""season"": 120, ""response"": ""Neutral"", ""roll"": 0, ""personal_year"": 1914, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1964,,societal,dominion,Komagata Maru,Season 120 · Viscount McLellan of Belfast meets Komagata Maru and stands aside.,"{""season"": 120, ""response"": ""Neutral"", ""roll"": 1, ""personal_year"": 1914, ""magnitude"": ""Major"", ""tag"": ""Conservative""}",engine,2026-09-08 13:29:27
1965,,relational,dominion,Viscount McLellan of Belfast corresponds with Earl Langelier de Charlevoix,Season 120 · Viscount McLellan of Belfast opens a correspondence with Earl Langelier de Charlevoix.,"{""season"": 120, ""marker"": ""+""}",engine,2026-09-08 13:29:27
